obs,action
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.8118591219129788, 0.5235811841444956, 0.6577468027778377, 0.7502898834036023, 0.8615821163196961]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.556579871247474, 0.5, 0.5585815671482124, 0.6609233934834629, 0.7722156263995567]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.0, 0.5344390685277176, 0.5, 0.5, 0.5029563086761482, 0.5758559568886267]","[4, 6, 12, 2, 0, 11, 10, 7, 8, 5, 9, 3, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.8140138145384602, 0.5, 0.5, 0.5, 0.5423069873673376]","[4, 6, 12, 11, 0, 2, 7, 1, 8, 5, 9, 3, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.45145961712357047, 0.5, 0.5, 0.5, 0.828747451248928]","[4, 6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.7666631893631953, 0.5, 0.5, 0.5, 0.790923022580173]","[6, 10, 12, 0, 2, 1, 7, 3, 4, 9, 8, 11, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.49107456388628634, 0.5, 0.5, 0.591376651983228, 0.7039936576374021]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.7677921138765669, 0.5, 0.5, 0.5581705459843943, 0.661435837464087]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.5, 0.5275948608214094, 0.5, 0.5702595078307059, 0.5871296872926177, 0.8692041564311512]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.08, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.8557119160383687, 0.5, 0.5308854612046707, 0.5477556406665827, 0.8298301098051161]","[4, 6, 12, 2, 0, 11, 10, 7, 1, 8, 5, 3, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.6666666666666666, 0.5079739412406828, 0.7515586667808384, 0.6305668938542658, 0.6467208837899671, 0.8463408710528165]","[4, 6, 12, 0, 2, 1, 7, 3, 9, 8, 11, 10, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.6666666666666666, 0.7880231030721916, 0.5969609944344847, 0.613114984370186, 0.7179527673610573, 0.8127349716330354]","[4, 6, 0, 1, 2, 7, 5, 9, 8, 11, 10, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.3915616244982327, 0.5, 0.5, 0.5730659018563165, 0.6793605628253135]","[4, 6, 0, 2, 1, 7, 3, 5, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.04, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.6822770658588221, 0.5, 0.5381800488930457, 0.6444747098620428, 0.8518674750356149]","[4, 6, 12, 0, 2, 7, 1, 5, 3, 9, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.36917663570966397, 0.5, 0.5620467614799418, 0.7694395266535139, 0.8134612850025588]","[6, 12, 4, 0, 1, 5, 2, 9, 8, 11, 10, 3, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.14, 0.13, 0.08, 0.16666666666666666, 0.6454227231588447, 0.5, 0.5288972309860401, 0.7362899961596122, 0.7803117545086571]","[6, 4, 0, 1, 5, 7, 2, 9, 8, 11, 10, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.9468179181700785, 0.5, 0.6463505466804054, 0.7001225727582642, 0.7441443311073089]","[6, 3, 4, 0, 1, 5, 7, 2, 9, 8, 11, 12, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.5894923653722799, 0.5, 0.5692296130161413, 0.623001639094, 0.6670233974430448]","[6, 3, 0, 1, 2, 4, 7, 5, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.14, 0.07, 0.3333333333333333, 0.8921762010450038, 0.5866795788132732, 0.5329075527354143, 0.6307013371623179, 0.8595671731039328]","[6, 12, 0, 2, 1, 7, 3, 5, 4, 9, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.6499090400369217, 0.830264317428082, 0.5397733964832878, 0.7686392324249027, 0.8908892333846598]","[6, 10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.9432288368722462, 0.8556908577644208, 0.5045750208630488, 0.7334408568046638, 0.7950659418078431]","[10, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.6238933621649873, 0.8181346881447825, 0.6517611137695348, 0.7133861987727141, 0.7740111147292918]","[10, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 11, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.0, 0.625, 0.5292550288901839, 0.6007946040534443, 0.715154880136688, 0.8445804389206023]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.9584202431184773, 0.5565722217234724, 0.5, 0.6751444509624708, 0.804570009746385]","[11, 10, 12, 0, 2, 1, 7, 3, 5, 4, 6, 8, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.5710255045408607, 0.6016318195917847, 0.5, 0.7310573783756991, 0.8413009369969222]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.8719592068349206, 0.6421939726507117, 0.5655197753164976, 0.6949453341004118, 0.8051888927216351]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.3333333333333333, 0.6026068185795642, 0.6072676206910547, 0.5545162592413544, 0.6641995064215007, 0.7175111793122778]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.9023879537774823, 0.6282257701977505, 0.5185425230176043, 0.5712938844673044, 0.6815374430885277]","[6, 11, 10, 0, 2, 7, 1, 5, 3, 9, 4, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.5268667156002872, 0.5970273708613241, 0.49635643304856786, 0.553288318779014, 0.6138939037794625]","[6, 12, 0, 2, 1, 7, 3, 5, 4, 9, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.07, 0.12, 0.12, 0.08, 0.5, 0.9386925716183517, 0.5644748010572949, 0.5476082681391563, 0.8575335577850638, 0.9138762670785218]","[6, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 11]"
"[0.5, 0.02, 0.05, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.6666666666666666, 0.6007307241209977, 0.7780889794847462, 0.46816368983883877, 0.5, 0.8344316887782043]","[6, 11, 10, 0, 2, 1, 7, 3, 5, 4, 8, 12, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.6666666666666666, 0.9136681304238058, 0.7873065792134003, 0.7311847765539278, 0.8625291778035898, 0.8772610796112713]","[6, 11, 10, 0, 2, 7, 4, 5, 9, 8, 12, 3, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.0, 0.5462226936021276, 0.5466226302221913, 0.5, 0.5613545320298726, 0.5839989803018397]","[6, 11, 10, 0, 2, 1, 7, 5, 4, 9, 8, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.0, 0.8458460955340948, 0.5158271029895696, 0.5106678219903551, 0.5480441720700037, 0.6423512086941627]","[6, 11, 0, 2, 1, 7, 3, 5, 4, 9, 8, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.16666666666666666, 0.46591123347631463, 0.5, 0.5, 0.5679433921410965, 0.8520860303739027]","[6, 11, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.7898303445878506, 0.5, 0.5290730988077121, 0.8132157370405184, 0.8759432750342239]","[6, 11, 12, 10, 0, 2, 7, 1, 5, 8, 3, 4, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.3333333333333333, 0.4090624832673105, 0.5, 0.7389078803989833, 0.8016354183926887, 0.860334669579097]","[6, 11, 10, 12, 0, 1, 2, 7, 9, 8, 3, 4, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.14, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.13, 0.12, 0.07, 0.3333333333333333, 0.7997633685881738, 0.5, 0.6920237741604797, 0.7547513121541851, 0.8134505633405934]","[6, 11, 12, 0, 1, 2, 7, 5, 9, 8, 10, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.08, 0.1, 0.03, 0.01, 0.07, 0.13, 0.12, 0.07, 0.5, 0.40770081937322783, 0.6190712800662732, 0.589455526498059, 0.6817988180599787, 0.7304678571028489]","[11, 12, 4, 5, 6, 1, 0, 7, 2, 8, 10, 9, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.08, 0.1, 0.04, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.7484247059595267, 0.6313393308611558, 0.5485686601077032, 0.5781844136759173, 0.6895809907124931]","[11, 12, 4, 6, 1, 0, 7, 2, 8, 10, 3, 5, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.6666666666666666, 0.7662811813164202, 0.605086652513346, 0.5091965538183285, 0.5674382136696658, 0.9025657501230308]","[12, 4, 6, 1, 0, 9, 2, 11, 10, 8, 3, 5, 7]"
"[0.5, 0.03, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.39296234466807317, 0.5873640105208324, 0.5, 0.5, 0.606449306989598]","[12, 6, 1, 0, 9, 7, 2, 11, 10, 8, 3, 4, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.7218552851403123, 0.5, 0.5478968576641637, 0.5669821541329293, 0.647362265337215]","[12, 6, 5, 1, 9, 7, 2, 11, 10, 8, 3, 4, 0]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.4495411397838325, 0.5, 0.5, 0.5600399627799925, 0.6343906395118393]","[12, 6, 5, 1, 0, 7, 9, 2, 8, 11, 10, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.745901807633345, 0.5, 0.524476682638051, 0.5988273593698977, 0.626844740450324]","[4, 6, 5, 1, 0, 7, 9, 2, 8, 11, 10, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.14, 0.13, 0.07, 0.3333333333333333, 0.02790917675520177, 0.5, 0.5, 0.5649864750752749, 0.5930038561557012]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.6366850226586394, 0.49193337356686245, 0.5, 0.5199507546472887, 0.8417604668591957]","[12, 3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.928033339826167, 0.5, 0.5, 0.674560657603215, 0.8067986687990925]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.6615367187017304, 0.5, 0.5823282989823929, 0.7187782633340248, 0.8267931629025407]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.9502178886541515, 0.5476865585881023, 0.6841365229397343, 0.7921514225082501, 0.8612474929903692]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.6654893955492298, 0.5, 0.5983039421123248, 0.7063188416808407, 0.7662790067771857]","[6, 11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 8, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.12, 0.08, 0.0, 0.3931875581335286, 0.5, 0.5, 0.6313641813053983, 0.6663068208248296]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.0, 0.6987843766000879, 0.5, 0.5946925630894111, 0.6296352026088425, 0.8685693293431541]","[11, 10, 4, 0, 1, 5, 7, 2, 6, 8, 12, 3, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.0, 0.9932926673554903, 0.5593515681987629, 0.5942942077181942, 0.8238766202780243, 0.8993015313299838]","[11, 10, 0, 1, 2, 4, 7, 5, 9, 6, 8, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.16666666666666666, 0.6289444013812803, 0.5180159996350995, 0.5, 0.7475984121949295, 0.8230233232468891]","[11, 10, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.16666666666666666, 0.9548697355548939, 0.708487372094096, 0.4789049595342658, 0.7839122831460554, 0.8757025282667746]","[11, 10, 12, 0, 2, 1, 7, 3, 4, 9, 6, 8, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.5684607201850062, 0.8020716101111611, 0.6185997052979656, 0.6348564539384824, 0.7102813649904419]","[11, 10, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.3333333333333333, 0.8467546247017405, 0.5852044367559575, 0.6014611853964743, 0.6768860964484338, 0.768676341569153]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.02, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.5, 0.9388291083511527, 0.8661559881816356, 0.47041224735854487, 0.5458371584105044, 0.6376274035312235]","[6, 11, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.6666666666666666, 0.6728839441245024, 0.6310015855210076, 0.5495408232384216, 0.7780694078888337, 0.8406424392150075]","[6, 11, 0, 3, 1, 7, 4, 5, 9, 8, 10, 12, 2]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.6666666666666666, 0.9787078549246265, 0.8039435699189926, 0.5128419539424067, 0.5943027162249928, 0.7413705385928188]","[6, 3, 4, 0, 1, 7, 2, 9, 8, 11, 10, 12, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.14, 0.13, 0.08, 0.0, 0.7259724426839966, 0.5, 0.5, 0.5, 0.5719989775164868]","[6, 3, 0, 1, 5, 7, 2, 9, 8, 11, 10, 12, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.0168715064052473, 0.5, 0.5, 0.5370910898699367, 0.631336542880963]","[4, 6, 5, 1, 0, 9, 7, 2, 11, 8, 12, 3, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.6122748758419524, 0.5, 0.5, 0.5598881385485583, 0.8433651640352037]","[4, 6, 5, 1, 0, 7, 9, 2, 8, 11, 10, 12, 3]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.14, 0.08, 0.16666666666666666, 0.957180586125105, 0.5, 0.5, 0.51849945331458, 0.8019764788012254]","[3, 4, 5, 6, 1, 0, 2, 9, 8, 11, 10, 12, 7]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.3333333333333333, 0.6903248263830998, 0.5, 0.5, 0.7139991699702659, 0.8268362595366489]","[3, 4, 6, 5, 0, 9, 7, 2, 10, 8, 12, 1, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.5, 0.023024880141747417, 0.5, 0.5, 0.6740751635192282, 0.7869122530856112]","[3, 4, 5, 6, 0, 7, 2, 9, 8, 11, 10, 12, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.6128182199942481, 0.5, 0.5993962635372009, 0.6032999627369281, 0.716137052303311]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.9088442902011593, 0.5, 0.5582042135036318, 0.5638731351123716, 0.6806139238784817]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.6666666666666666, 0.7228087205912743, 0.8955297402336874, 0.5829381922316679, 0.674072841367015, 0.8171378367207944]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.8333333333333334, 0.012795578428267618, 0.6392744184265757, 0.5481397692912288, 0.7823394137803552, 0.8607313172932481]","[11, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.0, 0.6441598359433556, 0.9399096725093113, 0.5449676063914376, 0.602590592652341, 0.8604284295054822]","[11, 10, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.0, 0.9757662614332124, 0.5627978215935582, 0.8206356584466994, 0.8898497551618493, 0.9102437389877741]","[11, 10, 12, 0, 2, 1, 7, 4, 5, 6, 8, 3, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.16666666666666666, 0.5907625373650566, 0.7468361053348781, 0.4889982684817369, 0.816050202050028, 0.8364441858759528]","[11, 10, 0, 1, 2, 4, 7, 5, 9, 6, 8, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.16666666666666666, 0.8943746517312926, 0.8000107321520045, 0.648834971051474, 0.7104026516109297, 0.7796167483260796]","[11, 10, 3, 0, 1, 2, 4, 7, 9, 6, 8, 12, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.3333333333333333, 0.5120647681396804, 0.5747121570824675, 0.6362798376419232, 0.7054939343570732, 0.7258879181829979]","[11, 10, 0, 1, 2, 4, 7, 5, 9, 6, 8, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.11, 0.04, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.6732070880813504, 0.8762653110370593, 0.49694275924892284, 0.5661568559640727, 0.5865508397899976]","[11, 10, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.04, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.6573650339147813, 0.632355579696814, 0.6000607340462011, 0.7581663575370476, 0.9112574502420466]","[11, 10, 12, 3, 0, 1, 5, 2, 9, 8, 4, 7, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.8333333333333334, 0.014510641688805967, 0.5572032611133182, 0.589498106763931, 0.7153088846041646, 0.8683999773091636]","[10, 12, 3, 0, 1, 5, 2, 6, 9, 8, 11, 4, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.0, 0.6243227685433036, 0.5552225220866239, 0.5, 0.5591972795497714, 0.7177546174293821]","[10, 12, 3, 0, 1, 7, 6, 2, 9, 8, 11, 4, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.0016124405707766225, 0.5099954851144867, 0.5099477614433272, 0.6415546575505868, 0.6624496446425474]","[10, 12, 3, 0, 1, 2, 7, 5, 9, 6, 8, 11, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.6363450160521703, 0.5, 0.5653867484928196, 0.5862817355847801, 0.6278554655159678]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.16666666666666666, 0.9179380023142585, 0.531595590141369, 0.5524905772333295, 0.5940643071645172, 0.8810224100161577]","[10, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.6535358253865221, 0.5, 0.5, 0.5, 0.792750671247486]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
